transaction_id,account_id,date,merchant_name,merchant_normalized,amount,currency,category,pending,transaction_type,iso_currency_code,merchant_id
t_00482,c_010,2025-10-13,United Airlines,UNITED AIRLINES,323.89,USD,travel,false,purchase,USD,merch_2270
t_00483,c_002,2025-10-03,Netflix #944,NETFLIX,12.99,USD,subscriptions,false,subscription,USD,merch_9684
t_00484,c_017,2025-07-26,Home Depot,HOME DEPOT,901.26,USD,home_improvement,false,purchase,USD,merch_6699
t_00485,c_017,2025-10-05,Microsoft Xbox,MICROSOFT XBOX,5.41,USD,digital,false,purchase,USD,merch_4990
t_00486,c_014,2025-05-23,McDonald's #268,MCDONALD'S,68.82,USD,fast_food,false,purchase,USD,merch_8353
t_00487,c_013,2025-05-13,Trader Joe's,TRADER JOE'S,116.06,USD,groceries,false,purchase,USD,merch_3050
t_00488,c_007,2025-10-05,Booking.com #109,BOOKING.COM,239.03,USD,travel,false,purchase,USD,merch_8428
t_00489,c_014,2025-10-09,Etsy,ETSY,927.85,USD,online_retail,false,purchase,USD,merch_4358
t_00490,c_015,2025-09-02,Chevron #827,CHEVRON,74.88,USD,fuel,false,purchase,USD,merch_7341
t_00491,c_020,2025-10-29,United Airlines,UNITED AIRLINES,426.96,USD,travel,false,purchase,USD,merch_2270
t_00492,c_008,2025-08-09,AT&T Wireless,AT&T WIRELESS,340.21,USD,utilities,false,purchase,USD,merch_5789
t_00493,c_006,2025-11-01,AT&T Wireless,AT&T WIRELESS,280.20,USD,utilities,false,purchase,USD,merch_5789
t_00494,c_004,2025-07-13,Shell Oil Station,SHELL OIL STATION,31.18,USD,fuel,true,purchase,USD,merch_8266
t_00495,c_008,2025-10-06,Delta Air Lines,DELTA AIR LINES,478.08,USD,travel,false,purchase,USD,merch_1192
t_00496,c_003,2025-06-12,Booking.com #833,BOOKING.COM,136.24,USD,travel,false,purchase,USD,merch_8428
t_00497,c_007,2025-05-27,Airbnb,AIRBNB,155.78,USD,travel,false,purchase,USD,merch_4884
t_00498,c_011,2025-10-08,Walmart,WALMART,29.75,USD,retail,false,purchase,USD,merch_6154
t_00499,c_014,2025-07-30,DoorDash #700,DOORDASH,37.00,USD,food_delivery,false,purchase,USD,merch_4268
t_00500,c_006,2025-08-30,Netflix,NETFLIX,12.99,USD,subscriptions,true,subscription,USD,merch_9684
